sample_id	chrom	start	end	cn_a	cn_b
RRib7Met	11	197337	2688526	2	1
RRib7Met	11	2899538	5270418	2	1
RRib7Met	11	5279153	51512796	2	1
RRib7Met	11	55707447	134942926	2	1
RRib7Met	12	193920	9626490	2	0
RRib7Met	12	9630126	23281554	2	0
RRib7Met	12	23283594	29864643	2	0
RRib7Met	12	29864808	34840686	2	0
RRib7Met	12	37864093	48213942	2	0
RRib7Met	12	48245828	49444545	2	0
RRib7Met	12	49455870	53442129	2	0
RRib7Met	12	53442956	133802299	2	2
RRib7Met	13	19455253	40345466	2	1
RRib7Met	13	40351064	74222154	1	0
RRib7Met	13	74310237	114989973	2	1
RRib7Met	14	20425051	37741821	2	1
RRib7Met	14	38110163	51717411	2	1
RRib7Met	14	52488385	56972779	2	1
RRib7Met	14	57054459	73700667	2	1
RRib7Met	14	73704224	107283598	2	1
RRib7Met	15	20029688	45439077	2	1
RRib7Met	15	45454720	102376761	2	1
RRib7Met	16	143503	1778515	2	1
RRib7Met	16	3213276	19243587	2	1
RRib7Met	16	20245283	23039075	1	1
RRib7Met	16	23043360	34461167	1	1
RRib7Met	16	46486172	89998794	2	1
RRib7Met	17	6157	4835852	2	2
RRib7Met	17	4911239	11888059	2	0
RRib7Met	17	11914615	22163680	2	2
RRib7Met	17	25800562	62410447	2	2
RRib7Met	17	62515017	64098545	2	0
RRib7Met	17	64100060	69404223	2	2
RRib7Met	17	70318866	79998444	2	2
RRib7Met	18	125632	14142302	2	2
RRib7Met	18	18559675	53037388	2	2
RRib7Met	18	53662881	77998496	2	2
RRib7Met	19	260137	6510003	2	1
RRib7Met	19	6516492	8079591	1	0
RRib7Met	19	8081543	16658684	2	1
RRib7Met	19	16665857	24603386	2	1
RRib7Met	19	27741320	59097308	2	1
RRib7Met	20	20061474	26369568	2	2
RRib7Met	20	29369570	62914092	2	2
RRib7Met	21	15281252	38114442	2	2
RRib7Met	21	38394733	39872696	2	2
RRib7Met	21	40516288	42852497	2	1
RRib7Met	21	42870522	48038575	2	2
RRib7Met	22	16568293	49998877	2	2
